tier	l3_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags	is_cross_functional
3	Manage Business Processes	Source & Procure	Execute Governance & Infrastructure	DETERMINISTIC	N	2000000	0		N
3	Demand Planning for Source & Procure	Source & Procure	Demand Planning for Source & Procure	DETERMINISTIC	N	2000000	0		N
3	Manage Import / Export	Fulfill	Global Trade Management	DETERMINISTIC	N	2000000	0		N
3	Cross-Functional: Plan + Source & Procure + Fulfill	Cross-Functional	Feedback Loop	DETERMINISTIC	N	2000000	0		Y
3	Manage Customer Experience	Source & Procure	Business Intake	DETERMINISTIC	N	1500000	0		N
3	Cross-Functional: Plan + Inventory	Cross-Functional	Five Whys	DETERMINISTIC	N	1500000	0		Y
3	Cross-Functional: Inventory + Fulfill	Cross-Functional	Feedback Loop	DETERMINISTIC	N	1500000	0		Y
3	Cross-Functional: Plan + Demand Planning + Forecast Analytics	Cross-Functional	Value Flow	DETERMINISTIC	N	1200000	0		Y
3	Cross-Functional: Revenue + Plan + Inventory	Cross-Functional	Five Whys	DETERMINISTIC	N	1000000	0		Y
3	Cross-Functional: Plan + Forecasting	Cross-Functional	Five Whys	DETERMINISTIC	N	900000	1	NO_STAKES	Y
3	Cross-Functional: Plan + Inventory + Procurement + Digital Control Tower	Cross-Functional	Five Whys	DETERMINISTIC	N	900000	1	NO_STAKES	Y
3	Cross-Functional: Demand Planning + Source & Procure + Fulfill	Cross-Functional	Toc	DETERMINISTIC	N	100000	1	NO_STAKES	Y
